source_file,invoice_number,invoice_date,supplier_name,supplier_kvk,supplier_vat,supplier_iban,customer_name,customer_city,debtor_number,article_number,description,quantity,unit_size,total_units,unit_price,discount,line_total,vat_rate,invoice_total_ex_vat,invoice_vat_total,invoice_total_inc_vat,currency,canonical_product_name,product_id
"00000015-Factuur 87408.pdf","87408","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","155197","HANDSCHOENEN { L} ZWAART","10","1","10","5.5","","55","21","441.43","46.33","498.56","EUR","handschoenen_l_zwaart","handschoenen_l_zwaart"
"00000015-Factuur 87408.pdf","87408","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","441.43","46.33","498.56","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000015-Factuur 87408.pdf","87408","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","1","1","1","30.78","","30.78","9","441.43","46.33","498.56","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000015-Factuur 87408.pdf","87408","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9758","LEVO TOM ATEN KETCHUP 10 KG","1","1","1","24.19","","24.19","9","441.43","46.33","498.56","EUR","levo_tom_aten_ketchup_10_kg","levo_tom_aten_ketchup_10_kg"
"00000016-Factuur 87478.pdf","87478","2026-04-22","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","6","1","6","12.88","","77.28","9","432.74","41.89","510.23","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000016-Factuur 87478.pdf","87478","2026-04-22","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","6","1","6","10","3.6","21.6","9","432.74","41.89","510.23","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000016-Factuur 87478.pdf","87478","2026-04-22","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","6","1","6","12.88","","77.28","9","432.74","41.89","510.23","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000016-Factuur 87478.pdf","87478","2026-04-22","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1134","LIPTON ICE TEA PEACH 24 X 0.33","2","1","2","16.5","","33","9","432.74","41.89","510.23","EUR","lipton_ice_tea_peach_24_x_0_33","lipton_ice_tea_peach_24_x_0_33"
"00000016-Factuur 87478.pdf","87478","2026-04-22","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1013","FANTA ORANGE 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","432.74","41.89","510.23","EUR","fanta_orange_24_x_0_33_cl_d","fanta_orange_24_x_0_33_cl_d"
"00000016-Factuur 87478.pdf","87478","2026-04-22","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","432.74","41.89","510.23","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000016-Factuur 87478.pdf","87478","2026-04-22","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","3","1","3","30.78","","92.34","9","432.74","41.89","510.23","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000016-Factuur 87478.pdf","87478","2026-04-22","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9758","LEVO TOM ATEN KETCHUP 10 KG","2","1","2","24.19","","48.38","9","432.74","41.89","510.23","EUR","levo_tom_aten_ketchup_10_kg","levo_tom_aten_ketchup_10_kg"
"00000016-Factuur 87478.pdf","87478","2026-04-22","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","1","1","1","18.7","","18.7","9","432.74","41.89","510.23","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000017-Factuur 87491.pdf","87491","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9346","PATAT LAM BWES. 9 M M (F64)","15","1","15","18","","270","9","421.84","43.25","465.09","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000017-Factuur 87491.pdf","87491","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","8","1","8","13.48","","107.84","9","421.84","43.25","465.09","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000017-Factuur 87491.pdf","87491","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9512","SERVETTEN 500 ST 33 CM","10","1","10","3","","30","21","421.84","43.25","465.09","EUR","servetten_500_st_33_cm","servetten_500_st_33_cm"
"00000017-Factuur 87491.pdf","87491","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","421.84","43.25","465.09","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000018-Factuur 87460.pdf","87460","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9346","PATAT LAM BWES. 9 M M (F64)","6","1","6","18","","108","9","345.88","31.13","384.21","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000018-Factuur 87460.pdf","87460","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","6","1","6","13.48","","80.88","9","345.88","31.13","384.21","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000018-Factuur 87460.pdf","87460","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","2","1","2","10","3.6","7.2","9","345.88","31.13","384.21","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000018-Factuur 87460.pdf","87460","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","345.88","31.13","384.21","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000018-Factuur 87460.pdf","87460","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","2","1","2","12.88","","25.76","9","345.88","31.13","384.21","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000018-Factuur 87460.pdf","87460","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1013","FANTA ORANGE 24 X 0.33 CL {D}","1","1","1","12.88","","12.88","9","345.88","31.13","384.21","EUR","fanta_orange_24_x_0_33_cl_d","fanta_orange_24_x_0_33_cl_d"
"00000018-Factuur 87460.pdf","87460","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1134","LIPTON ICE TEA PEACH 24 X 0.33","1","1","1","16.5","","16.5","9","345.88","31.13","384.21","EUR","lipton_ice_tea_peach_24_x_0_33","lipton_ice_tea_peach_24_x_0_33"
"00000018-Factuur 87460.pdf","87460","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","3","1","3","18.7","","56.1","9","345.88","31.13","384.21","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4211","CHAUDFONTIANE BLAUW 24 X","6","1","6","8.88","5","53.28","9","498.24","120.46","1028.79","EUR","chaudfontiane_blauw_24_x","chaudfontiane_blauw_24_x"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4220","CHAUDFONTIANE ROOD 24 X 25","2","1","2","8.88","5","17.76","9","498.24","120.46","1028.79","EUR","chaudfontiane_rood_24_x_25","chaudfontiane_rood_24_x_25"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","3","1","3","13.59","5","40.77","9","498.24","120.46","1028.79","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17703","FUZETEA PEACH 24 X 0.20 CL","4","1","4","15.86","5","63.44","9","498.24","120.46","1028.79","EUR","fuzetea_peach_24_x_0_20_cl","fuzetea_peach_24_x_0_20_cl"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","00002","M INUTE M AID APPEL 24 X 0.20 CL","1","1","1","17.23","5","17.23","9","498.24","120.46","1028.79","EUR","m_inute_m_aid_appel_24_x_0_20_cl","m_inute_m_aid_appel_24_x_0_20_cl"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9512","SERVETTEN 500 ST 33 CM","20","1","20","3","","60","21","498.24","120.46","1028.79","EUR","servetten_500_st_33_cm","servetten_500_st_33_cm"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","3078","DESPERADOS {DOOS 24 ST}","1","1","1","27.93","3.9","27.93","21","498.24","120.46","1028.79","EUR","desperados_doos_24_st","desperados_doos_24_st"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","3080","CORONA BIER 24 X 0.33 CL FL.","1","1","1","25.2","","25.2","21","498.24","120.46","1028.79","EUR","corona_bier_24_x_0_33_cl_fl","corona_bier_24_x_0_33_cl_fl"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2061","HEINEKEN BIER DAVID SE. 20 LT","2","1","2","61","30","122","21","498.24","120.46","1028.79","EUR","heineken_bier_david_se_20_lt","heineken_bier_david_se_20_lt"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2060+","M ORETTI BIRRA 20 LT","2","1","2","62.48","30","124.96","21","498.24","120.46","1028.79","EUR","m_oretti_birra_20_lt","m_oretti_birra_20_lt"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9346","PATAT LAM BWES. 9 M M (F64)","8","1","8","18","","144","9","498.24","120.46","1028.79","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","12","1","12","13.48","","161.76","9","498.24","120.46","1028.79","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -6","Embalage 0.20 x 24 {0.20 x 28}","1","1","-6","0","5","0","","498.24","120.46","1028.79","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","02 -1","Embalage 0.30 x 24{0.50 x 18}","1","1","-1","0","3.9","0","","498.24","120.46","1028.79","EUR","embalage_0_30_x_24_0_50_x_18","embalage_0_30_x_24_0_50_x_18"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","03 -2","Embalage vust bier","1","1","-2","0","30","0","","498.24","120.46","1028.79","EUR","embalage_vust_bier","embalage_vust_bier"
"00000019-Factuur 87490.pdf","87490","2026-04-24","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","03 -2","Embalage vust bier","1","1","-2","0","30","0","","498.24","120.46","1028.79","EUR","embalage_vust_bier","embalage_vust_bier"
"00000020-Factuur 87433.pdf","87433","2026-04-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","8","1","8","13.48","","107.84","9","351.74","29.74","381.48","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000020-Factuur 87433.pdf","87433","2026-04-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9346","PATAT LAM BWES. 9 M M (F64)","5","1","5","18","","90","9","351.74","29.74","381.48","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000020-Factuur 87433.pdf","87433","2026-04-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17700","COCA COLA KRAT 24 X 0.20 CL","2","1","2","13.59","5","10","9","351.74","29.74","381.48","EUR","coca_cola_krat_24_x_0_20_cl","coca_cola_krat_24_x_0_20_cl"
"00000020-Factuur 87433.pdf","87433","2026-04-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","2","1","2","13.59","5","10","9","351.74","29.74","381.48","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000020-Factuur 87433.pdf","87433","2026-04-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4211","CHAUDFONTIANE BLAUW 24 X","2","1","2","8.88","5","10","9","351.74","29.74","381.48","EUR","chaudfontiane_blauw_24_x","chaudfontiane_blauw_24_x"
"00000020-Factuur 87433.pdf","87433","2026-04-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17733","FANTA ORANGE 24 X 0.20 CL","1","1","1","13.89","5","5","9","351.74","29.74","381.48","EUR","fanta_orange_24_x_0_20_cl","fanta_orange_24_x_0_20_cl"
"00000020-Factuur 87433.pdf","87433","2026-04-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17733","FANTA ORANGE 24 X 0.20 CL","1","1","1","13.89","5","5","9","351.74","29.74","381.48","EUR","fanta_orange_24_x_0_20_cl","fanta_orange_24_x_0_20_cl"
"00000020-Factuur 87433.pdf","87433","2026-04-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","351.74","29.74","381.48","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9346","PATAT LAM BWES. 9 M M (F64)","9","1","9","18","","162","9","346.34","31.17","318.61","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","5","1","5","13.48","","67.4","9","346.34","31.17","318.61","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17700","COCA COLA KRAT 24 X 0.20 CL","2","1","2","13.59","5","10","9","346.34","31.17","318.61","EUR","coca_cola_krat_24_x_0_20_cl","coca_cola_krat_24_x_0_20_cl"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","2","1","2","13.59","5","10","9","346.34","31.17","318.61","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17733","FANTA ORANGE 24 X 0.20 CL","1","1","1","13.89","5","5","9","346.34","31.17","318.61","EUR","fanta_orange_24_x_0_20_cl","fanta_orange_24_x_0_20_cl"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17777","SPRITE 24 X 0.20 CL","1","1","1","13.59","5","5","9","346.34","31.17","318.61","EUR","sprite_24_x_0_20_cl","sprite_24_x_0_20_cl"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","00002","M INUTE M AID APPEL 24 X 0.20 CL","1","1","1","17.23","5","5","9","346.34","31.17","318.61","EUR","m_inute_m_aid_appel_24_x_0_20_cl","m_inute_m_aid_appel_24_x_0_20_cl"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","5449","M INUTE M AID ORANGE 24 X 0.20","1","1","1","17.87","5","5","9","346.34","31.17","318.61","EUR","m_inute_m_aid_orange_24_x_0_20","m_inute_m_aid_orange_24_x_0_20"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -7","Embalage 0.20 x 24 {0.20 x 28}","1","-7","","0","5","-35","","346.34","31.17","318.61","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","02 -1","Embalage 0.30 x 24{0.50 x 18}","1","-1","","0","3.9","-3.9","","346.34","31.17","318.61","EUR","embalage_0_30_x_24_0_50_x_18","embalage_0_30_x_24_0_50_x_18"
"00000021-Factuur 87461.pdf","87461","2026-04-21","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","03 -2","Embalage vust bier","1","-2","","0","30","-60","","346.34","31.17","318.61","EUR","embalage_vust_bier","embalage_vust_bier"
"00000022-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9346","PATAT LAM BWES. 9 M M (F64)","3","1","3","18","","54","9","242.02","21.78","239.9","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000022-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","3","1","3","13.48","","40.44","9","242.02","21.78","239.9","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000022-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17700","COCA COLA KRAT 24 X 0.20 CL","2","1","2","13.59","5","10","9","242.02","21.78","239.9","EUR","coca_cola_krat_24_x_0_20_cl","coca_cola_krat_24_x_0_20_cl"
"00000022-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4211","CHAUDFONTIANE BLAUW 24 X","2","1","2","8.88","5","10","9","242.02","21.78","239.9","EUR","chaudfontiane_blauw_24_x","chaudfontiane_blauw_24_x"
"00000022-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","00002","M INUTE M AID APPEL 24 X 0.20 CL","2","1","2","17.23","5","10","9","242.02","21.78","239.9","EUR","m_inute_m_aid_appel_24_x_0_20_cl","m_inute_m_aid_appel_24_x_0_20_cl"
"00000022-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","242.02","21.78","239.9","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
